PIUUID	UUIDS	NUMPAPERS
0b4c65fa-3ddb-3f93-a165-d00cd5ebd746	c2255347-b0a9-3fd4-ab4e-a38451477a41,dae0b7d5-ca80-3535-a26b-40831e7bab93,6b8a1c5c-7657-3c28-aad9-bfe31e9c590e,10415dbc-3e47-3ba4-b773-9c365e3670e1	1,1,1,1
b19d1174-f8e2-3bed-8a28-10d33d82fe5f	87140ee1-d956-397b-b487-d682e130afec,392f22b2-bf44-36a6-9385-5e6dcfe4c65e,87f0ae90-ab0e-35f3-ad65-0b8d35c3bb4c,c3efeccc-978e-3aee-b65f-ba97fd961492,0b144c07-9347-3619-ad7d-2ee839891f98,b533f24a-05dc-36e9-bdf0-7b2251e08fdc,4188acbc-8dfe-3427-b8e2-6f3ff3b780bc	1,1,1,1,1,1,1
dcdf277f-2f22-3549-94b0-7cd36d3f05cc	929c03ac-41a3-3aa9-9d68-c8dde56c2ed9,6efc984d-7b55-3e5d-81b9-e9ac6b7bd992,111f1468-e87e-3074-9973-fbfcccb96acb,db1db088-cbf3-3cb0-93d3-c03ceee0c0c0,09f66634-2e3b-33c9-9f33-46be8f470a79,6fbb2a03-99e8-318f-ab5d-8b79a77d2753,8407168a-012f-3aef-a4b3-84a7f895ad53,873ef047-be07-3f19-8961-65e0fb5b1a4a,16a3566d-f3ae-30ce-9db5-1055b394fc79,34be36ed-75a4-3785-871e-36cc049596fb,baac9a89-7773-34e5-b6ea-6f033c6e16a6,493caccd-9c42-3ff1-acd2-9cf69df601aa,d3ea38cb-6f98-3587-b190-e50ba3e9ed24,6572da1c-c719-3555-9e31-3a01ad345ea9,ea887ad1-1552-334a-8d39-000763c026ba,4d930b62-f2b0-3cfa-baa5-2ca2e48498f1,9c604d78-aa7f-37ef-8eb7-ad1f847b1d24,fa533f13-3b6f-3753-8f0c-366e1de86a16,e7a86b26-8fea-31c5-be0e-52b9b47cd229,44b73a37-976c-35f9-8a14-52fbee7249b8,5a72e3a1-9f33-316f-b2ec-a844cd4893f2,44b9ed75-0121-343c-ab08-539504f83f71,159e4d5d-cbdd-3217-bfbc-41232e65dea8,24f78ac8-f687-3257-871e-e1121480fa75,5b18fbf9-d827-3c7c-8333-482f4a954ce0,c75edb22-68d0-3391-88db-905ed014f2be,9a2b9ec3-2ab0-3892-b780-9378f00c71a9,f9616714-bd2e-36d7-9612-9d540df1e1a1,f6d6b69b-b24f-3de6-a238-20acbaf79de7,3bd99f6b-491d-3723-bf0e-25e1d06121a5,c85c9165-d36c-3fcc-aa7b-de0f4afc5576,0cfaa295-1726-3d74-aa03-a41d3db01e0e,fdf6eb6b-f21c-3e72-b9c0-5114e2e65f10,d47e5876-333f-3159-896d-e0142b5b4d4c,7f6ff259-f2ab-31d5-9b97-59e2fef9b8bb,e8e011e1-465d-3643-bc39-98ec68488478,984f3208-b424-3f9b-bf9b-cbad1369acea	2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1f5c2e59-41e8-3410-b0d5-f0c7c88f1abc	4f451300-0738-3389-8754-ece69c9288b6,f77d3afc-0222-3d93-827a-c4d622c842e3,49b96209-3549-3070-b6e1-62fabdf28fa7,05839cd7-4db2-3e65-9b0a-97d43e050a52,b44edd57-1017-334a-a157-372104461aba,275a6b11-81f7-3b82-bbbf-ba20cb9658e8,92036b3f-3b11-3cb6-8805-d5baa45a56df,a0c87894-717e-359a-aa3d-abe4d28fa57e,56d123ed-7f38-3713-ae23-575814530ce8,8e0c2ae8-a371-372f-a233-9cf52c294a4c,37b9cd75-6be7-3728-aba9-70b14c4dbf91,8eb72784-a043-30f6-b857-2a32ab307d1e,3ae916a7-e1d8-3b65-a43d-ea71338ea00c	2,2,2,2,1,1,1,1,1,1,1,1,1
dbce8da6-3026-3736-b36d-16a2dd5f52bb	027d70ac-6642-3eb0-813b-b3de4fb778af,b14890ce-595c-366d-b1a3-7c9769187edc,d712ab58-4110-3939-9dd6-dbf95d257026,6e1c1f00-e927-331f-a31c-f4bee9fab744,71415f97-03d1-34e6-be5a-4f53d2471dcb,3a7e764f-aec1-33db-93d3-a707af54116c,fb4098e0-892d-33cd-9144-99f7ad414a65	1,1,1,1,1,1,1
f676e0dd-8dbf-362e-a2d1-eb70587cd289	0d9f8fa8-a8a0-3d91-95e0-f1e07ada26b0,7ac94f39-a0dd-3b3b-a569-807a1f08e2e4,d331719a-62b2-3def-ba0b-1634c58fb692,d63f25ed-0c55-3f7d-8218-8728929c8171,2050bde3-50d1-30e5-a58f-ef6b4c91f40d,00cafddd-8f94-33e1-b48e-4688671081f6,9b0414dc-1384-398a-9aa9-ab6afd483661,8a7e7338-2100-3d61-b47d-6df10b0e8f74,6e924407-0380-318a-9ffa-44fcd339789c,b3927d10-73f2-3694-be85-aacb0bdaae3e,c26b6ee7-4a52-3928-b910-bc27ad7eee1d,e9bb6977-4074-37e1-a06d-cb4381ffca98,f4ef3aa7-9689-336c-8d10-1d1d084c1b57,47ab24dc-4ea4-3b0b-bd39-b26154192fbf	4,3,1,1,1,1,1,1,1,1,1,1,1,1
338e87f1-a394-3580-abff-fdad749cd6de	aaae4235-45bf-3a97-8d04-b5863cdbf62f,de44f49f-41f2-3498-ba3f-965947940b50,950be3eb-4ba8-3838-a796-2dc006c499ac,18839cfd-cb74-3bd9-9465-ef770fb5930b,4657c0d5-15b3-3069-86db-92528cd3bfaf,9a3fa8f7-cff1-3223-8d61-344068acc798,594cc009-f5c3-3497-8549-15a7f39c692f,c246bfb0-7d5e-3521-b372-e7d64783944d	2,2,1,1,1,1,1,1
03d4efff-7a26-3464-935c-0198b345dd1b	3087db20-3839-37f0-8078-7b06e09cf657,865851fb-7b0d-3935-8c8a-e31106c8e6d2,7ad20cb6-16c1-311c-a918-c12f9bf0a96a,c0535ada-30b7-3068-ae5f-48a7e80f8889,ed2301a2-c7d7-3329-b03e-54544fb50f5f,92b5e404-19bb-3f45-83f8-da5ccab39949,ac98e837-848a-3039-8ea5-d18fa22c9dad,7d39579f-0ac4-3833-a731-7e2498435e5f,df6e54f7-498f-3eeb-b559-1d38a9f550a6	3,2,2,1,1,1,1,1,1
5f4e8b27-8731-398c-a023-c8019d6a6a80	7ddf13c9-ad76-324f-9b5d-8978d53c2977	1
8bb0a73a-a04b-3e8e-81da-8a6e927bd1cc	6686b860-58a8-3f84-8bbf-820a46fc7f89,0c27e071-da96-32a8-ac38-adb00b53c008,b1fc6303-8aa4-309b-93de-58b24bfc178c,ce7b62ac-1395-3155-94ba-fa488ca6aed8,6b52cf12-d8c3-30a2-bb20-c61dc11c3354,98bea756-4867-3866-98d0-0b7d05db8968,46bc07d3-b15c-3ce6-9303-451e5d1a55eb,c04c23fc-b705-370a-af2f-991cfe242ff2,bc9a1549-a229-3c72-855e-617a0969422a,f36124bc-49e1-3393-aea0-9a3b0cd5ca1d,cd967e4b-0041-3e16-8cbb-050dac3a4571,02b869f2-3684-32ec-a4ac-b8f470d1609a,6cf18459-6df0-35d0-9da3-ea4f7a70fb8d,00dadb23-4aed-3cd6-9ecf-b5e31cc033b6,3d880f2c-12ac-37eb-af10-bf12f357ca04,32459a41-45ad-3d12-8e60-a7291631765f,dbfdb015-2144-39e5-bfa1-b7351bd1ad71,a79d30ed-9862-3f0b-b424-07f2f38ae37b,5081454a-c485-3d4d-b214-698e2bfcb2fa,e19b887d-0092-3e20-9e8d-7c5e01c2a130,84fa2265-4bf3-3b39-9b8c-1c51a7741e3d,3513785f-9ad9-3a3d-b919-cb144214a3e2,08ffeda4-7e3b-381e-9669-d9000cb1f7a1,fa4a7ca7-2d0d-32de-aa60-48ba89087fd4,97c13fe7-15f8-34f0-92b0-ef599377d131,610554e0-4cd0-388a-b791-35cd4c3e204a,1c8066fe-d7e0-3e2c-86d4-55cfa70e0799,9c71668d-db05-3c1f-b87b-ff0bca304e82,acd8d025-861a-3410-a1f0-4f2cf52a4a85,c87288fa-b9e1-3df3-8fcf-82e4db3658a8,c51b90d5-f32d-3430-9c36-df4cc8d65ee3,185ffea5-722f-3bf8-83a4-8564b8f20293	5,5,4,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7f34afc9-5550-3467-9511-9166b5eb859e	2ca65363-14c7-3abc-9c79-09fdcc679aeb,c1b046e9-6abe-35f9-8c93-417cbbe27872,ed1964ca-fcc8-3add-83b6-52e485f6bece,dc4f7af1-eb43-38fc-bb93-0e9f49bfde0b,f2e306a3-1d2e-3790-b73d-4e0b8568a20a,7e9c8910-68dc-3ddc-9177-91658fdf3502,ff2dca85-fa3f-3766-9b5f-c41cc4a2de3f,b1cc4013-db21-315b-bdd9-f0b155498b12,86c6564a-20d5-33dd-a6c1-adc3d9e69283,396b076e-0977-3d44-ae8c-bbae39237fd8,3cd66d12-bf2c-348b-8c56-709cb89e38dd,f6322d82-64a4-3b55-8c15-1078f682f5aa,40f7eba5-4ef9-3987-b8f5-bb591c1dd21a,060e0c9d-b73c-314d-9d5a-801f9f5efc04,ec04d5ec-ffec-320f-a356-3bd2659d3620,2ac6a3fb-b0c3-3703-b202-b934c8de121a,63d21ce4-40fe-3e43-82ab-dcbb5e947b82,cd224318-76c9-36c5-962e-d757669a482a,1a397423-ffde-3171-97fb-453d53f0980a,f88b183b-48ed-3a34-a1f3-4b18938aba50,abf9dc25-39cf-39ee-a10f-858dc1add067,626612ac-d741-3235-8968-637ea62a7f35,66f2f182-ad9b-36f8-a7b7-4131836cf587,83f95b3a-c476-3f5e-a0a2-8d187404d2a5,92dede86-3354-3876-a402-c951129878aa,65d1900d-8c41-3f05-bb06-22ce05bab2d4,26ae96ad-b2f4-35cb-9916-e24b82e04351,c6be4fca-e827-3ac7-a255-207017565b82,02bb7154-8039-35d2-b91f-1d2db50c667d,0d0f1ec8-9f3a-3b0c-9c79-b234a7bd1759,bfdd75f9-b495-36ce-9238-521758d74a09,4a5378ea-4611-34bf-9bd8-90234fdbd101,36c92366-a27b-35f9-bc16-b0ccd7982b23,8b36a17f-07fd-38dd-b519-a9d424c4d67a,5046e3b2-4e7f-381e-a4e7-996fed4b5b8c,ac2068ca-9da6-37e8-be27-48a2dbb5aeec,b906872f-d37e-36dc-8552-0455222d464b,72a59ff1-7935-32c0-a5e6-880f8a3de683,c114c832-e425-39c6-8d4a-3091867905d5,4a71d57b-edb5-31d2-b881-5fb9fa8df198,6859358b-4628-38af-9e18-ae76a4f5d0c0,e7e68ac3-73f1-3030-8c00-2aba210e367d,e47067d6-5a55-3d5e-b634-cb5f221365d2,8838554b-9c85-329b-b0db-de766d6bfca7,4e6f37fc-e49e-307e-923c-6931f919c35a,19dae2b0-e072-3d46-83d4-fc3d8980d5c7,0abbad05-9ce3-3cfc-b7be-01768536eeae,9f3edcb0-018b-3e19-b248-31a382323dc5,be650872-0adf-3d20-b9d1-849945585dc9,19a327cf-d506-3136-9c59-9239e44e370c,4a2bda51-7cc1-3145-9462-d4dadccb8a64,02ab326a-865e-3ed2-8910-e3f431420644,4e390bea-749d-35be-b946-5996a9637cf5,5140c220-86ad-3bf0-a63d-27a77fad0c0c,04805406-0f21-314f-8da7-e17eeed1f745,cec5e269-4178-3757-8a51-434fe2f58c67,c0d71cf3-21fe-3bb1-8419-b2abdbdf3931,4b40dcc9-e984-31ac-b176-8c59c5bde200,063b5c4a-9d10-38db-bee7-f88b56b4da9b,d4f1c44a-047c-3b6d-a1ca-dc41405e76ee,781f50a9-6611-37bb-a0ad-25da4f38b0a1,4f336120-5fcf-3fd7-9fba-54d08d6a6d91,52c23622-2a61-30c8-a75d-97099702d2cb,3103d409-e9bc-3b20-9e07-c33d2e895cb7,317f621b-7a44-3370-8ac9-1f4c47f167fb,2d748fe9-7bc9-3c5c-b628-8b427a7791b7,c2b8f68b-e754-3549-9fac-7ca44b5e4fcb,88c54847-0186-39c0-b54b-54a52aaee1f0,706fa515-9bf1-3d3f-a28c-85bd7f55109c,533b6a57-8025-3214-a557-ba5e922ffc66,74b3ca6f-50bc-383a-855e-53181729c71b,06ebcb9e-d219-3f83-93e9-cba613c29b12,1cfa37b1-273d-30ee-8e3d-66550c71e368,0f0cc042-34a8-3475-b9c3-e4ba2d934fc4,9701722c-d756-360c-9ac4-60f888b1343e,328b55b4-8d48-3346-a909-cb48d45795a1,1ff74c16-461e-3811-b325-727caffe7f2b,140377ec-8653-3e83-a326-357382a1c907,fcdfce0c-f58c-3396-ab65-686468b18bf7,31bfe4a7-ea08-3c27-9879-517a5dfac591,dda2d540-4aa3-3204-853c-eee79f462920,8508d22f-814f-3260-8569-872de2dab3e9,6803ded9-3236-36c6-aa71-cb5e3e20ba12,3d56e037-bc80-3611-b438-ab7eb2b0ac82,4b1c14d2-8eb6-3b22-a096-74585c98eb0f,913ae190-a015-3a8b-924e-0bf96506a3f6,76d221f7-4520-3363-85d3-57d69cdeb983,d5a42f92-502e-3a4c-acae-bd575e1c29ec,4c187f75-399b-3751-85aa-ace505b88352	12,8,6,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d99eda11-320c-375c-b48f-68eff7d2ee04	1840ef2e-e8d5-38af-9d5c-da8de195eafa,39163e1e-4d41-3fd0-8a39-370fdf7114c2,3b35a7bf-4eaa-3de6-94e9-4d4e8fe41f13,0480fbaa-ed80-3b98-860c-98d4b449a0f6	1,1,1,1
666e8767-287a-33a2-85b6-60bd02e118d8	2c3fe199-2c03-33e6-aea4-23b6a4dc0d35,8e7d913f-1c64-3398-bd47-c3b9fd2317fe,20f2ae11-9aff-3893-bb21-230f29d93387,11875f63-916b-3448-b978-2a412d77f8cf,fc4853e2-5faf-3fb9-8693-04ea46c11ba7,d1688e1b-7e0c-3c1f-8b29-605688254fa7,bbad2d0e-e4b0-3ea6-b3f7-5eaa5bac7bc2,e77bf37b-c9f8-3bd5-9e9d-44f7212ff6d0,fc8b3b9a-65e8-3af2-b610-13ae5d24bf6f,9a710816-ad60-38db-99fa-92e138447a25,4ef32542-f68b-34fd-96ee-b41febf672aa,33ccad5b-d698-3643-85b5-5f095cb74513,6b3a7ff0-3fc3-32d5-868c-ade469e17acf,c76c6688-73e5-3247-bdd9-aa4897f5f31d,a00be7e8-e819-3b72-8a0f-b568a934b33e,386a3ef8-b8e9-3d45-abc6-bde52fc5dc81,6f44cfb6-385c-3344-89bf-a9daba14ab3d,5984d00b-411b-314e-bb25-775dda775ef4,6735fc06-93da-3dcd-9346-5567bfe66d9e	3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6c0cf396-bc38-3fe7-a763-7a65ad625465	7c3c8a38-4d32-3d7f-ac2d-9ffcea42e85b,f065e992-8899-39a5-91ff-da6d3a4ef597,502dd8d6-088e-342f-8d98-f899be34d8ab,b3d4ad1c-5c34-3b11-9170-6da00267ce2a,a06ed446-bf88-3690-82a1-5eb883305529,e9308a08-ea7d-3eed-bfbb-19e06ecfd764,b59c505d-bfbd-307b-a3ff-5964649958fb,ca12b09e-53b1-3d0e-89c9-80e76cc412fd,249c89a9-2fee-3e1f-8a14-f153feb6bc67,93544ede-2d2d-3798-a87d-cdde6c715849,4a6350db-f38f-3b95-896b-d4159e04286f,354b44ed-39a2-362a-94a9-86bacc4e2ffb,b3d230d4-042c-358a-a747-32f0d112e68d,323b4b8d-3e10-361c-82f4-f49cb9070671,6a3d9c12-88e8-3f13-81cf-2d9dd1cac17f,f32a300a-d820-3941-9488-822d0595e075,7179c954-3903-3ab5-9007-0ddfc565080e,3d38886a-1686-3a60-9547-88729bc9919e,3cbc7d81-98ad-337f-98b7-8d34dde1d4e2,687c03b9-d3f7-3626-8d6f-7e378178495d,a0ad535e-2208-3b5f-9bcc-3c06a02ea710,c2ee8aa4-6aca-30ba-afa5-c5a9de2c9db7,906e99b2-2ef1-3611-88c1-3c2d21448d47,605edd69-461a-3aa3-8d97-212652661aa3,864cd634-a5c8-3ae3-8c5b-271c29f39639,cb6fda6d-7ca7-3ff2-a25c-cf6557def74b,b615c614-5b0c-3691-b612-273d2b19e2c4,bb7f880a-bc41-3294-883b-8c46e5d5c6c7,ed6a1442-04a6-3fa5-958e-13cc9c289f9d,15aa7e51-cee7-3694-a324-3e3efb5cf60b,377535fd-ebe0-3c2b-b115-f3321d5ad2f9,e1cedd39-9466-3bd8-a51f-97f8fe1740cd,d0bd8efe-e954-368b-a2b4-dba3aac89a22,3f49db30-b6a7-3a05-8db8-b0a63637ba0a,cf06f482-eb9c-3cef-b386-c61560da2760,049d1f69-3ceb-35e6-b411-8812cdb73dcb,bad3cbbb-938f-326b-b4ef-ee00c3fea39d,36f0d556-f262-314a-ad01-e20af6fe8478,89edb94e-85ec-3b8b-bc6c-fea8c683f987,32b16715-13cb-351e-a52a-c70221f4d203,449fdcf0-6347-3a40-93f3-76d3731ef8d0,cfe37f07-133e-3623-ab2b-193714f7e33b,0c4efc21-8368-3536-9318-6e10730c82fa,b3732063-c606-3d5a-91a0-d2a8f85070d8,386a3ef8-b8e9-3d45-abc6-bde52fc5dc81,d47731e0-f2b4-3a96-ac6a-12b1795dfc07,9e8121d6-d981-3122-8e81-bc07c84bdbe9,9d82ecbb-3fe3-3961-aec4-ad92e1b5da9e,ffa1c017-08fb-3781-9893-0ee5a628d673,0418aee5-dfdc-3caf-aea2-ec6c6ccc8c14,ff7ee3aa-edb7-321f-80f4-b976277f556e,b2bcf10e-3237-37b7-b346-43210944caad	14,10,8,8,7,5,4,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
f6f6cef8-fcd6-3dba-a76e-3d5710f42772	93670cb3-40d1-3be9-8948-34d0a5c203a5,4ea93e87-01c9-36dd-9b76-951dd7e95e20,3543ab3d-c304-3a12-8853-a4856b24ec13,9da4af3b-6148-3289-92be-a9c48ef59e83,7ccec659-a78d-369d-b7d2-a158dcb3ac75,e595af61-aa52-336c-8b9c-069cea4b48b9,adcc94a3-f646-37ba-8bda-94fff555c0ee	1,1,1,1,1,1,1
2376662a-f9fb-31c5-8c74-76f64060da94	3fff2fc8-bab4-371d-b07e-75080fe6979f,dfb8fb99-ede4-385e-a374-2ca08328a278,dc490446-a941-362a-8a25-f7b1ff6b5636,603fe541-0119-30d5-b142-fd3c53d7b86c,b9fec5a5-4aa3-31f8-8a96-a1bdd0f9abbe,abfb9bb9-979e-3468-a2e0-91d4921a4f9e,45419fde-d696-3bc3-9b9e-65e21e48b37f,c2e49384-ccc6-3515-8a66-eefee5ce6994	1,1,1,1,1,1,1,1
e5371c0b-fa09-328f-b9fc-d746cb2088ea	ba2ff79b-0f88-30a3-96ae-84a386d0b059,bae3770c-e93f-3e29-bdf3-f5fe9a993412,a9924d62-0982-35e5-b383-6a5fab13b873,a802706f-0e27-348c-9f09-1035e2e703fd,cb5f7811-38d9-39dd-b5a2-91fc3ce63c9a,21bd49c7-e27a-34b5-b055-caf2fe262881,0ab663d0-fe50-3832-9ba7-05a9aa108932,95805589-3276-3dd6-9f35-d8435c634c8c,4e13999c-d36d-3843-97dd-af6d583a831d,4307012a-1ef2-3eb3-be7b-dcbc6fcf3939,1976e69c-5c50-3548-91a4-b4bac8477c89,8c1830e6-2b4a-3f27-befe-a22f85dedbb2,024d6986-5484-3728-aaf4-1adba5de5f2a,cff6ab77-0771-3025-b38b-63ab82c334bf,7029a9cf-5a15-3635-8b1c-9565e00ba582,bbbf2053-edcd-3df8-a9e6-288fded6de3c,87d5422f-a380-30f3-9672-fc10044fa8b5,89984d23-d560-3518-91a4-a766dfd9328f,12622aa5-9776-3ff1-903a-0dc5e736fdda,201394b7-83b0-35c3-ab00-309518851e8c,d23eac38-375e-3740-b9e1-71833ed30b1e	3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
f9ba4f44-1746-3ff8-bcc7-1b31b227a92b	1784a2e4-ebb4-3d81-b630-7011e6d0c88c,bccc188b-5f98-3e7d-ba66-3451641793b6,64abe5c8-5124-3870-b771-fc811153ab69,a4d9fd15-953c-3226-ab5d-4e9029f8ed27,0a0977c1-2899-3d64-8ff1-050595c183f5,bdfa56dc-6e44-3c7c-aad2-fe5e067f30a2	1,1,1,1,1,1
db228266-e663-3352-9ca7-44162f8bd6dc	7a16fe28-37c5-3f9a-bda5-43cd4aa3941f,b0e3e1b8-e641-36fb-bdef-0588bc9f6027,04f562eb-a1a4-3ff4-8549-0e9b6127a3c3,d6204ac7-23a6-39a1-884c-3a1547e1eb92,43f94914-4a06-326d-acfc-754e387a98de,db4a0c80-1ef4-3850-a52d-580c10e2a7a6,f05b4982-0f92-366f-89e5-3f7b99909fed,c902df7f-e274-322b-94d5-daf169027055	1,1,1,1,1,1,1,1
d036fdb6-6111-36fe-b619-de7519d4a1e9	d2bc1269-5ef2-3195-b014-db36aa816839,2f1f215c-1c3e-327a-b169-76316683ae59,25fcfe4c-dab6-37e8-82c2-213281690d9b,c1f25cd9-8563-3831-a413-28ad87d87bab,56f4fde8-934c-387b-ba59-7f952a8877d7,499a53af-b7ef-3e0b-82c7-5945c57ff822	1,1,1,1,1,1
c1703af3-e09b-35b1-a50c-fcb24f0a82b0	f030d31f-242b-30d4-93fc-54345f92d236,af42862d-fe9c-3ea0-9617-4e22b2755ad3,c1b7a7c6-30af-39ae-988c-27d2f787856d,a6a8ce83-72fa-3287-b966-f1b8758bb526,3f11e036-a4ca-37d8-8adb-0ba1f79c4079,5bb9e149-f04a-3e0f-822b-fbb4e4606b74,73b187e3-5168-3539-9146-3a07f0c1ad21,550c57e4-10c5-34f1-a2bc-1ad249556d1a,5003ba4d-462e-397b-8942-5fb128475710,cbeffa23-aef4-329c-a1d6-9691356ca3ff,10853f83-4a4f-3f44-adab-93caef6be986	2,2,1,1,1,1,1,1,1,1,1
4ffa6186-ef6a-3809-af3b-b1c9c06ee9c7	385c63b5-6a63-334a-8e69-01fc834d06f6,da770605-647e-3c75-a5cc-3d0cf472fc4a,aaf1c543-d1e2-33c8-a676-69fe2b048c14,793ce866-3f6b-3958-b9eb-fcfd5f47ec80,cbfd94b5-3a2b-3564-bfb3-0c6146ecb0a5	1,1,1,1,1
6d5f219e-32ec-36e2-9db0-00671cebd364	db1a05d9-a7fd-3951-917f-a4d49de0dd8c	1
43456362-9706-3123-8acf-fff487f0d668	5198c0e4-c491-3359-baa8-99b399241488,d685e0ff-b8c2-394b-a544-6003e0735048,1dd5925a-bd63-351f-a8db-4de79fc145d9,74abda29-8d3d-3d5a-80ec-6cd833da71e2,4eac053d-01af-3926-988d-5f12cd3cb9ab,a551781b-69c4-3aab-8eec-8f4c7f908b14,2b8692cd-73b6-3f98-846c-112092695f5f,c283e169-a834-374e-8b01-788bb892071e,3a944f9a-47de-3b4b-a747-04fecc5bf3c7,00e6d5be-d5e5-3ec2-b4da-bbdaba7541d9,9fb43703-96d0-3ec4-9322-73487066c4c2,8b28128b-7fb6-3b6b-a928-683e8697b6ea,e49f7cfe-51c2-38f5-9aed-1d53cc06c311,a5965236-de4d-3a33-b70c-1541c142d6a0,17785610-d890-3796-906d-77e94383769e,199bed5c-80d8-32bb-890c-f7423da971d4,4df7ff5e-1565-33e5-960f-209671c060a4,3074c593-2400-325b-a5c2-0b3eb9c6c76e,9b8c886a-1089-3584-96f9-dddb403bbb58,c04837c4-7f65-32c7-a186-f1d707b3d477,9d263055-b160-3fb0-b682-10a7ef70e716,476967c2-d507-3381-8b8a-17e163f8c11a,b6227dac-4611-37ff-b92b-164b9c44f22c,f7fad0f3-b3a6-3a36-9028-40baac28600c,ad295b80-3db6-3a4e-9890-07c5f64397ca,7cf1e1d5-c733-39dc-9be0-714f8ad96ffe,25df4806-5528-3a33-9ce9-be91d04245c5,087e9d2b-4401-3558-b99b-00292851f71e,ea7e3ac5-fdcc-3d80-ac5b-17acd4a551a2,cdaddc6b-1afc-3076-8d1c-66538c68c36f,5128bd3d-11ef-3552-94ea-3c7e73bd930f,af4d7958-f775-386d-9db3-298cff349038,f543b1e1-6618-3762-9b43-0a09aa48c280,d458a366-ac6a-341c-894c-2f13e4c4757a	4,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d1b504df-d0a3-3a7b-8282-e958cb991ff6	e6cf37ec-665c-3465-a9d9-83a61eac3efb,9371d1ea-8fac-34d9-8a1d-ef522406b54d,c27bc95e-a9b5-3236-a448-25407cf5d25b,593d2a99-e596-3fdd-9352-84be582bf92f,13d5bdf6-bb5e-379a-a533-4890d1a74543,fe3b0448-3c32-3540-947d-6ca3fba87e07,4512ac49-acce-3e0e-ae0f-6127e4f06f23,787f20bb-bc3e-3c05-a9e0-d4112faa2527,d3942391-9ef8-32c0-9142-39176fd31e14,45fad730-4b83-3061-b40b-cf957d8e6925,1c356cf6-f3ae-3863-b1d8-49a3500eb521,68751dd8-4308-39a2-b16b-a654f8718050,67d90972-bee0-3389-a1bc-6c99f92bc53d,f9b7974f-23cf-3f9b-bdcf-6d59397b92e0,d173746f-8a35-3a9a-a59e-c8cdca318f99,6a6ba551-2058-3be6-8a0a-8b4c6db6aac1,50c3722a-17b0-35bc-aac7-545fa16fcb95,ac1b2615-aa82-3438-9642-5a2da3dfff25,367edc67-c81b-34b3-8ac9-fc76434d52fb,b8226051-6fcb-381a-9d01-72faccd1a5b4,ae6be30b-e449-37d0-aa69-e029c4820e26,e7f68dd1-84b9-307e-904f-f7c9ed8fe78e,7279e8c3-f82e-3d43-a27e-5c6a1b215ba4,7a86c986-1ab0-3cbe-a08b-17ac797c0c51,ee2dc4a1-61bf-3c4b-9d98-dd6fe71da9df,e0312915-2bd4-332d-aea2-99cef510a41f,64b5565e-b0c4-3675-9727-5c276be4fda0,2a3f532a-2c12-32c3-9d20-a7c4ee60ad46,21bb7837-f645-3224-91b6-eb95a64d9887,0cfc45fa-9624-32d7-bcc8-49f5aa43eaac,b41e2e79-7b67-3c3a-8030-ce912e3870da,aa90f9d1-cccc-33a4-b629-cc42aa9349c8,708a9b7a-b8ca-3342-8f41-bc06b474d0d2	5,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6c825aab-8f0b-3e49-859a-edb818c7dada	70e3f324-ba19-3356-b762-b1b5007d43bc,51d1e4b8-872a-328b-9763-b52b824bab8e,231a7ef4-3daf-3609-8650-5ad20f3d091d,236b4ccf-3b94-3fb3-930c-545ad9472104	2,1,1,1
542153ef-e1ee-3d7a-bc32-d6ef032f518f	341bca75-87d5-3b7b-bc81-c8f7d1965c44,e957a99d-31f7-3a38-bc9f-c6e00ff01698,195a35a4-f11c-331f-acc3-635831938233	1,1,1
d997cbfd-e77e-3ff4-ac53-9bd4b8a4d57b	5a8a47b0-a204-3c31-bf62-572093b049fc,7513f5ad-d94d-3885-86c3-46dbe1eab639,c2d62692-cb7d-3e1c-a581-b1bb8a5b0e9c	2,1,1
e6e5a266-3bfb-3632-8c8a-42254dc49edb	803e73d4-4f45-3148-bba9-cdd85cb7fd56,c5221995-e001-3a41-ac37-94c9035e624c,f9fe6d66-2fd9-3640-913c-148dbb1a222a	1,1,1
