PIUUID	UUIDS	NUMPAPERS
c508034c-243e-389a-820f-12e7660f81cd	23731a86-c5b8-3729-8aee-c1b8978f3ea4,dd696473-5e5f-3dcf-b53a-edf6d8fd4a3f,697475ae-4642-3c51-a8f5-50a7a9e12a25,ff030ec6-e0ec-317a-b713-b2b3da6a09b3,0d7b8d9b-c164-3bb5-8485-2f50bcae0f08,38b905f2-3582-3169-b28c-137c71677b34,de3158a3-42ee-3ebf-864c-67dc6def2657,333eefe1-2c97-37e1-a5bb-ec0b0473ec8d,46743328-58b8-3f10-b337-ca3351a4dead,0cda5a65-9f10-3ebe-894b-d0edb2985043,d3aac3d1-2c13-368c-abb1-bcaa54430720,ad6a21c2-5725-3997-a1c5-7aa8cc5f6e72,95232c81-1345-319a-aded-d86d50aeaf31	3,3,3,2,2,1,1,1,1,1,1,1,1
0cf611ef-9d5f-315c-9761-cc2eeca2d376	f7dfc7d1-872c-3b60-8fc7-f2699fc8790d,7050bdcc-8562-3433-ad9d-46e4ce7c6f1a,c16bdb77-1d6f-3eb0-a1fc-098e0236518a	1,1,1
45d1cdeb-ac1e-3d4c-b153-ef09cc5f13a0	1a5fd93a-15ee-3336-89a1-4be2e1ed21e1,8c831928-85ae-3fd5-bdff-2e3e7ee5d697,219facec-f202-3e47-9670-0d83a32fd565,fb6bbd30-2ed6-3120-a5e5-16fd4cd39c33,126df791-3f95-30cb-b5f5-448e948ba902,bb73c6e3-c980-31ef-9284-142bd8da6c82,80067f9b-1cdc-3b2d-8959-065252b3c0e3	2,1,1,1,1,1,1
9eaf6bbc-9564-3954-9a51-f2a322c2228b	f0e238b9-90af-3f42-b092-3572c9019130,2c22fb9a-e44e-3864-8bf3-e28ab07a0b28,cbc8262f-8dd7-3151-affc-a27a04171187,19a59c9a-ed38-35c5-a643-0337ae3b427e,b8c83e0a-c000-32bb-905b-cee2e729a8c5,8ea15655-c424-37bf-8441-5e6a4008ba82,7107c65b-d8f0-33d6-a859-8bc0809aa97d,0a5e489b-d8cd-328c-b17d-b1a88e2802d4,ae333dde-5b20-378b-b64a-95129a028edf,13e3cb18-b15c-3993-aa34-718c8e7de696,b7f8937e-43be-3979-b776-d692042adcaf	2,1,1,1,1,1,1,1,1,1,1
c04fd9f5-acb3-3c56-af20-4a15d102d66f	32fbbb3a-f242-36c9-bf27-394677eabaaa,9a8e09b1-468a-35cc-ba9f-aac68a228d37,a638ad86-9614-39ca-a1bb-e1c56c57aad8,6c2ccc20-8ae8-3cc5-b682-784434b196a1,64b1d8dd-03d6-3fde-a65b-0058484019eb,987586ef-903c-302a-a812-3ac3764e12a3,1c8a61ca-e242-346f-a7d8-f14753351375,b406677c-61cf-3cfe-a2c7-b39448b35dbf,2a603c27-11ee-3b8c-a0c3-5117b26a917e	2,1,1,1,1,1,1,1,1
45004e03-8bee-340b-be11-52b0b9cd1703	9d82ecbb-3fe3-3961-aec4-ad92e1b5da9e,ad6b7fe5-fbf1-3668-94ff-7653010c6423,d59944a0-3d5e-3fb4-9cc4-a27deab0d887,defe3e45-910c-35e2-b4b0-d3067b1a03d6,199bed5c-80d8-32bb-890c-f7423da971d4,519cf208-e62b-3600-8d3b-81b10965723e,914891f3-6226-3a12-98e9-9cca348b6298,d4d41bb1-6ade-38a2-9bde-ab2d9d0f38a1,f623911c-3872-3860-89c9-4f0034f04d72,26077657-0c8d-3741-b2c4-c727c6ef8970,52644a1a-130b-31d5-8752-f3379898754f,f6454539-dd5d-3b53-a5d1-79f7275f6989,4c967eca-67cd-3f4c-b6f8-86b87d31301b,7a5a3c62-c227-3700-aac5-16161dafd90b,a11fe127-6e3f-3366-ade2-41f0a9086c12,a7ec5bf4-d88c-31c4-afc0-7d0c42c0e372,bb941311-4597-3156-9d80-aa0cc4f11558,efae35de-4874-3110-9488-5b9693c470a4,fdf6eb6b-f21c-3e72-b9c0-5114e2e65f10,37c3e163-a76d-3c4f-ab4c-09172e694b62,dbf47a32-5ed4-3646-8a7b-4951689de1e2,c0f04faf-79d7-3477-a5d2-cb6f7befdd62,ad295b80-3db6-3a4e-9890-07c5f64397ca,71388fa1-35a7-3480-be3c-67917f047f03,507d0436-2c0d-30c4-b48d-fce69e6e6450,d93b414d-482e-3872-8c95-4ba85ed77c0b,a594a347-5f57-3e02-be6e-1ae85a42fa03,535a6248-aa88-38b7-ab3e-94abdef3dc8c,d39fa8b9-3f52-313b-997b-89759ccfa137,273e321b-f1d1-3c4f-8ae9-cc547b8e7c01,02c86a7c-1f88-33aa-8350-cb82102b0fb1,b6fd9d66-9554-3a20-9a4c-65c736557de3,e026ddde-657a-39ff-bc0c-75c466764561,ad1b22c7-e6c1-3ddc-a601-70200aa7853b	2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0908a6ce-8e69-35dc-8747-4014943cf75c	c435a334-78d1-3f7b-a485-ad81b3013447,c01ee65f-2c11-3922-b415-312c3c7b6fcf,f931ded3-554a-38da-ab3b-3270ea617ff5,819dc13b-9079-36fc-b314-d49ae943c406,dae7536c-a238-3e6a-9d1a-b5707e92cf80,09d29a1a-a319-30e9-8670-9761bfae992d,4abda186-e967-3cc7-ae94-8bd80e3cad32,cd3cfe53-cd0a-3747-875a-a0a226ce2eee,cc61b5fc-3fab-334f-a802-18a2e6a9c724,6970e8d8-08cb-3dd5-835d-ab8212e7c581,62c7e72e-c64f-3338-83cf-5c2674717070	1,1,1,1,1,1,1,1,1,1,1
0352f979-e794-3b67-8ddf-2fb564cad9f2	919224d2-d0b1-3e64-a6fe-3b268e541a13,a44028a7-1934-3250-a4a7-d73f848123ea,a17556d5-fe74-38ff-ac19-549ee306df4c,f4f5e9d1-5b87-3596-8d49-ed30f7c3b370,316b4ed6-7b55-35c1-8795-57efe9fefa0d,6606b21b-b7c9-3292-85ce-e00fea373ab2,e33ec3bf-49be-3fcb-917b-8e8785ce44ab,fcd25f5e-cc7f-3787-8eaa-7344a3f0e220,eb8937a4-baa5-3e10-b887-6e7ac77d4cdf,ead2897c-f433-3b8e-8e7b-e8a4729df137,ad2ec6c3-03b0-3072-97ef-5185c8e8e52a,53aa0fc2-f142-3679-9e12-454d9c80627d,f80ad45c-c8e1-3b43-a036-6c89cd862fc5,2ca17cf6-470a-359d-a05c-2998ba93d496,3b62b394-6d77-3024-aaad-b2c988648208,96df3507-f6c5-36cd-83af-02baddb3aa62,ff91ad92-abba-31b2-8082-dd1854bca69c	5,5,4,3,3,3,2,2,2,1,1,1,1,1,1,1,1
1648c2ad-760d-3d4b-bc7f-ee97e900cf1a	0da899de-0ed4-3dc7-9923-48f753405131,cbf372ba-6a1a-376b-b4a0-3bb8a0de828c,980c7948-7e9b-3124-b3f5-71a19be663b1,6df8412a-a4b6-3f1c-b859-319f577bf49f,7663cca1-d613-3f14-aca8-7cb70a5e0665,57284933-a9d1-3136-92d7-ec8032a86e12,c2029ea8-b650-3fb8-8c0e-9e667f4c06cd,463848c9-ac31-3118-bf3b-2b6873bd9351,aaa668c3-203c-34e3-86fb-527c85201d20,2a4b669e-b49c-3fb1-a61b-8bb92dfa2f79,89776188-f0f3-3368-a0fb-57cd10fe1d52,c4fb372e-79dc-37f2-967c-f585eab1917d,3caf1ebb-01e0-34bc-aa45-a4f8385b5ff5,7c98b3e7-ed19-3d92-ab7f-3c54d66f8593,ee43effe-3ae4-3056-83ac-013ff2826a61,df3335c0-0d0d-3ab5-91cd-c169dfb42a79,8115377e-b6e0-3e71-b950-df4d46002d9c,bdc3fea4-d11a-32ec-a7e9-f9e80bfff44d,d6c8eb27-ad33-331e-b96d-2ccd54f5d2fb,4cb1893e-d7f6-396a-b438-814b4044d130,68ac709f-c0a3-39bf-bb59-f948fb608bae,bf831084-800f-3e2a-a5ad-f7fcacdf2dbd,e7659e30-f013-3eb3-b4ef-bb5700a94c67,31240ec3-98ff-3cbf-a698-02befbc13797,b27ce2ba-d3e1-3042-8890-72c496e397f3,d57e88e4-c40e-32cf-8513-4cb3cb082709,032b4a11-ae8f-3d7b-98a6-7103967b9d02,eb4f0864-2099-34a3-9bf9-3c0f894b38cf,03268162-b7a4-3110-9da5-ed9e1dfe13ea,5b6d8b98-6017-3075-a073-110ae49f21d4,02178038-4673-3cb7-9f10-a4588521ade8,a2248d50-9937-3ee0-8058-e1f5dde0c8df	5,4,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
cc32dd43-05a8-32dd-929e-f057dd85ae98	dd8905ea-f42d-3c91-a844-4f9e08e4a618,3b07e497-1474-3ff6-9853-c60835e9bd1c,fee6df4f-40fe-3162-aa47-9274a67a8203,c846de11-bdbe-306c-bc14-c53ec8f9383f,8c1d0615-6e5a-3965-8f45-4739a49db410,24504b5d-3fd3-310d-9d72-0dc37a5a00bd	1,1,1,1,1,1
e7057bcb-908b-3ccc-b611-43d30c06fd1a	90969acf-7ae9-34e0-91c9-5d4ef67ec827,01a80b46-6635-31d3-8bf3-2d9892ded254,8414b2e1-db79-3ae4-8d4d-001737833f25,3f711e84-2332-39fa-98eb-7a919809d719,bb878896-0d2d-360d-80cb-5c15993c2ce9,85180ead-4dab-3dc6-9ea9-2d7f1a5c2936,910420b4-a52f-3716-b09e-a32c4c743828,ba5e91c0-495f-3362-8fde-df8752aba9a4,90d002ed-ad8d-3c70-a99f-ea905db31ee0,0c575771-6aaf-3251-8cfe-7154b82300e9,324178df-0ee9-351b-9c56-6e974daf5638,7023a47c-42ce-3c88-8e91-228f633854be,64e229b3-1ffb-3403-b11a-98ecea8eade0,40073fe8-20a8-372b-995d-739383c36d0c,9d82ecbb-3fe3-3961-aec4-ad92e1b5da9e,ed6a1442-04a6-3fa5-958e-13cc9c289f9d,8b137a58-f8e0-370d-839a-629eb5c5307d,cb8efc01-064d-35ca-81f4-7289c4816c83,38ee056a-af4f-3dac-9369-559d3437fdee,b839e1b9-8219-3c2d-bb39-050be53d718d,8b220fe7-e72c-3596-bd48-dc16af83e0dd,5dd0a12d-5a52-365f-9b9c-56b9fbab29a7,b396a192-daa1-3232-bdcb-126415206335,178c30e4-5a70-36fb-9fdd-6ae368e7fd33,184d20d7-55d4-3bfb-b0e0-cf218ce5f8b1,7e594d2f-6ac1-3a4f-956a-8d548c962b67,5f6cf906-540c-3c49-a45b-60dcd1d6d57f,7d56b3de-c22c-3377-861c-f6cfa353fe9d,8816262d-9979-35fa-aa31-0a9b6cb4b125,25be9694-7f35-3f6e-8244-77027551024b,6e5c17c0-069a-32f1-bb79-e687a9417e88,cf742a81-2aab-3c13-ab9c-a0179f307e3b,b1667ef7-95f9-3294-8010-66f58b70f3e4,2d4953fb-f394-375a-b68c-34b187b95350,17e1ce16-caa9-358e-96e8-ed24a0c2d5b4,90d9e9cd-953e-3bbf-9045-eb406ef89902,c4782705-204b-3bf3-86e9-1ddd03c01b6d	3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74ef210e-af6a-3ef9-aa01-ab61fc23d89b	78c1cddf-2d8a-3f80-a7bb-498a107e5da4,ab347294-dfa2-3b04-a11e-ec8fcb5e0fde,2e33c53c-3bae-34c8-9cb4-5e3e348071fa,ac83cc03-001d-3e48-9946-a4732fe551fa,e6fe6df9-5f45-3b18-9f8f-71787d12011b,60848cef-cb5d-38f8-ac2e-17c5f2af6cc9,dad60f6c-e703-34e3-b8b7-e2f23f097bd1,c8336118-8f91-352e-bda8-adfeb4cff82b,67249b90-250e-36e5-b9ff-d2290925c027,0008e81b-2fcb-37a7-b33b-1558885abec7,43bf0e04-6ba3-39ca-8f07-b134a313c4bc,6c53959b-f96a-3c9f-9156-d0ab86997e70,c846082e-0132-33ef-aa52-d9a87ca29d7f,89983981-8dde-3c49-b15e-4f060183612c	1,1,1,1,1,1,1,1,1,1,1,1,1,1
aaa96ccb-fda8-3e8f-84ea-ee238e386523	eae81772-f3f0-3fb2-9ae4-748f0099d926,e5a95833-00f4-3920-9cde-f8e52ac4e76f,49bfd4c1-3990-3cf6-bbb3-c4b4e80bda9c,df2a2bf9-9f04-3e21-b1f7-2d52dc58d104,9192ef55-3cf9-396d-a85a-0a500be9ff80,8fa02434-22de-3138-80ed-9d18cf938cc3,5bed0083-bd30-35af-90ca-beaa26c790e3,b89ca977-7c72-3e98-bb86-d4895666e9f6	2,2,1,1,1,1,1,1
4eb6ff56-a486-3340-bdfd-76d755db9a30	ad4ce8bf-529a-3f3e-bd4f-16c282fb0ad4,a13878ac-6032-3c4d-ada1-a35445563501,ae0b049b-2139-3c0b-9177-81ad4b61e930,22669cbf-41c1-353c-8883-3308e7031776,5da72ca9-8d90-3220-bb71-c6e34f7b9364,27c8e000-83d5-3e2f-b043-c094b04a83ce,57ea2ec8-8904-3262-b02b-dfbfa41009e5,295623f6-04da-3cc2-8bdd-980f34f9424e,f3e0374f-1238-3419-b39e-bdcb0e2dc256,d8a0a671-ec50-3c3a-a2f3-57a64f44b9ea,96c09b43-4fdd-3bb1-a36c-66124775b1d9,bba746fb-32ac-3498-a1b2-37ec402c4b0c,94148475-c284-3b08-936d-7052e8254efa,f69c0ada-f5a9-3b10-98e5-63f696be4db3,71bfdcfb-656a-3371-8b03-7753ff787ae1,cdb42552-11bc-3acc-b9bc-b9375ebaf504,eea80b3a-b362-32c6-b7c0-055de95f150f,4c2b4d39-3313-3cbe-80f8-29995af8ea1e,20e24129-5db4-3fff-b033-1a6600dd7eda,068bf11d-6aa2-374a-a1f4-f440d719bb6a	6,5,5,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8e0c2ae8-a371-372f-a233-9cf52c294a4c	f66e2c9c-4b33-3e09-b3cd-03b20194acbb,37e41bee-a0c5-3cea-a1f4-f02533b47038,4f451300-0738-3389-8754-ece69c9288b6,b317c1d8-0f88-3607-9ae2-277792fc4ad5,de17be6e-cc5d-3831-903c-ce296e0d6a7d,a0c87894-717e-359a-aa3d-abe4d28fa57e,1f5c2e59-41e8-3410-b0d5-f0c7c88f1abc,f77d3afc-0222-3d93-827a-c4d622c842e3,05839cd7-4db2-3e65-9b0a-97d43e050a52,49b96209-3549-3070-b6e1-62fabdf28fa7	1,1,1,1,1,1,1,1,1,1
d70979b7-7678-35c2-b063-9454d80ed607	e87c7b7d-5e49-314e-a5ee-9bb17e40e7c2,07c2c04f-f0c3-38d9-be76-d313e2d6b795,c6ce547e-b868-3411-b877-8b9c8540efbd,0e289dcc-45cc-3461-9ce8-b9c106f0c0da,9b8c886a-1089-3584-96f9-dddb403bbb58,e0ff0994-834d-33d7-ba57-98103bea7ca4,6d603696-d804-3815-a459-82b017fdd0b7,f5fb434a-a9f2-390a-a126-d5096611e6dc,109787b1-ee73-3065-a2fe-37b4a2268846,bb42c37c-28f4-3d46-aec0-0096f9b5524f,588f85f8-d73a-3545-b327-58c8a947e3a9,d16e0a9a-216d-38dd-bc77-0a45a68e60e7,c5f36aad-26a1-3527-bd60-d117f2892dd4,106f9360-b645-3dc8-99a3-751e8074c2c9,fc47a331-d9e2-3661-b2d9-406b869a5aa8,8f2bd00c-bab0-32b1-a6a4-5a11547c9729,4c5afa08-7ef8-3539-89df-e8449009e92e,5ac7a46c-7942-37d1-b16f-0fb60d23104b,4f631086-4b4d-37d2-b83d-0890747608c4,0da42e10-274f-3b0f-ad9b-960f7ee2be2a,d1190702-8330-399a-bd2e-a61163b8071e,9c3fa3b5-3077-3e3b-8629-a79eeadf3ba3,e2e45324-43eb-3476-afb7-6b534dd89c56,5281f8c5-f965-39a2-85fc-f3c6abd46c27,5f608fb2-e45e-3695-9ad0-6865bae36aac,547dc8c1-187d-3e83-a9ff-e1859b82dc4e,ce3a262d-99bb-319c-89d0-cbca55fe00d0,f97522d0-ab36-374f-92ce-41f7a0255b2c,05ce9439-f1eb-3e81-a03b-fbdc4ed02f3c,4e26a6aa-9398-3f34-919c-069cb3ae7478,90d43a9a-5c15-33df-99a8-2c61ec585d9c,e9906cfa-33c0-3e21-bfcd-87ccb1778099,2f0e67c6-aac2-3a39-845c-2249c2b35393,0ee37fa4-fd0c-3110-9e9c-2897da4ec270,f20c1d79-f222-3efc-a58b-dc997fcd14b9,1ed8c50a-f7d2-3acb-a843-9da622d2b4fc,5d711fcd-62cb-3668-acaf-148ef0eb1870,b79c0354-2a49-3dcb-9874-aeb70a474a97,032f96c1-9cbd-35cb-a437-4f75ea843817,e87abefe-2329-3eae-b886-844bf6ef4641,05c48f53-ba5b-3e87-8f53-2bb3312685c4,0e43dff0-b87f-3cc3-8a91-525f1b6266ec,cc15efdd-4311-383e-8df7-6e3ed70d74d9,92a0a7b8-e01e-3432-97ad-be1a2a5820d9,cd881617-4cc0-3061-b904-6051f0f2d3b0,e0de9c0b-497a-32b8-b190-7d82c9a1adb6,c9ad5424-6458-32e0-8d03-235eac7c9077,cea95b28-5f14-33d9-9210-86163357d1c7,64aa90e3-761f-35da-9bf9-995cf29e42e9,654a1eb0-9f84-30c3-823a-d733a0417db0,68137fc3-4397-3c0e-999f-1b39a5d02970,fd9edbb3-e46f-37c6-b371-0a2dcb62f09c,821b5eb2-35bb-3fc5-a32c-63efe593dd5e,3b31b8da-6200-3342-991a-b4f6a03b1fb6,929da05a-697b-3c7d-b1c8-d7e4b01bc1b6,9a2209cc-501d-35ad-bb28-2e7e242b5804,93535df5-3a30-3462-a963-b9bfacc68ca2,06b238d6-8bf3-3f35-8529-a6da62f6e624,fb121cea-6db5-3caf-8042-703d7d01efcb	9,5,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
d9b3c074-401c-3da6-bcde-98e13b36c5c8	efd5954c-1d81-3b64-9b40-1a742ef08824,8396ed88-983c-324e-bc11-31150b5e0e6e,dc722f99-068b-3842-a538-736e626cb635,30159baf-5491-3679-83dc-8924e1f98957,c59f625b-7a7e-3992-8fd2-c3fc3fa2ffbc,45372827-c1a6-383d-b963-5d9e3047eeb5,7b80ff34-0a82-3fd8-90bf-18f6cbc04574,7ed2387e-7e38-38eb-a421-c9dc71cd9305,73a4c659-7ed4-3664-9039-6f23681fd144	1,1,1,1,1,1,1,1,1
7445457e-44f9-322a-a1a3-209ec31eb0f5	30019f49-b50f-3794-8900-7a0824b77e48,92889768-39a7-3275-b2a0-d582b761dc5a,d0f75b13-5e69-368f-990a-b4537f790dc7,e4145836-d8b1-3534-939b-44e09c57d4e5,b6fd9d66-9554-3a20-9a4c-65c736557de3,21d1793d-5e97-3e3a-8373-2bf39ca1e7f3,70dc40de-68fb-3f0b-bb3b-c23af5607893,da405269-482f-36d8-ae97-93889cafc827,4b42c509-7c48-3415-9e3e-4c54e6ea5868,3db82b85-40a4-3dbf-9573-7970684d3a29,71664e4d-0d43-3b53-a8e9-181cecacea21,1d0adbce-ae42-32d1-943e-7bc4c2008772,0faa60b0-4e56-31aa-b8e1-17de0e345eca,31de6e07-6d39-3c9c-9f86-882d4367bb90,e448034e-7b4e-3edb-b1cf-7451486dbce7,d52f812c-e832-3e60-bfce-54973e92b287,088fc7b7-57f9-32c8-88d0-18940d3865be,a4c011fc-1457-3350-94ad-a5aba491e2f1,3085f212-d1d7-3c25-a086-d2f10ab105ca,129ff6cb-b72a-3250-9d22-aa32f7734927,124a2389-b9c9-360f-b732-29aa655b67ac,8ca44b01-52ad-3985-a521-c7cfede7402b,68ed35ae-0e86-3240-a40f-273ef7ea6f26,2f61069e-05df-396c-9056-6dc61b8e15ab,4c6781f0-ece4-3110-9b9f-10c97f2ccc3f,5105a9e9-5a94-379b-8986-4a2bee17a9dd,f968bf25-c99c-31a7-a98b-c610c79acf33,2cd2c3d8-719f-3b03-8003-70db8e62214d,271a8bbc-a309-3fe4-a548-6e689eaf9f12,c6a0990d-c071-3ecb-b322-3b8c9e11269d,c5abd1a2-93fa-35c0-b95b-c23b96ad964f,c4dcc74e-4d2d-3e04-b41a-e71e5d92bac4,f5e79fcd-aa9a-3ddf-adfb-41add814c49e,394251f1-2cb8-320b-b2db-b963ef2ede63,9cc0f050-5d73-379e-a165-cf4b50d57d88,decd44b9-02f3-3717-963c-f1a1bc6ec30e,2380a1b7-bbd6-324f-b4cc-9172ad24d8fd,4e1f7a98-80ce-373b-a052-dd5bc9b66e01,2f82275a-0f89-3991-9576-c55e94bd05bc,85b28df9-6e5c-325f-baa1-f1c404fa4988,598893fc-c05d-3b5c-8da4-31f7998db929,effd22e8-9f3a-3ab7-b6df-d0d7ffcfe973,500074f0-2bd2-3dea-a8e4-6637cd7eb861,8ab702b8-0b50-30c3-b88d-7f4e00e11e05,9655ec99-0fca-3c09-9abb-6adfc0e0f042,8f1c5aee-2944-3f18-bc49-d38111b37ca8,1a60596f-d13b-3072-b3d1-2435ad3c945f,a3eca85f-9589-3333-aa27-7bf31b1ca19e,34f6670e-32d2-35fe-bc05-32af7726cdff,a2f3901c-afe3-3b13-bab0-c206333b5d2f,9fab53f2-403d-3975-bb0d-505b67b7bd8e,65c1c790-0654-39f3-85bc-e567700295b4	9,6,6,6,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
c750ef81-a668-3175-872a-04f4cbd1afea	fc47a331-d9e2-3661-b2d9-406b869a5aa8,d2c5d6b1-f311-307d-b40a-b3ca34d10434,f3e0374f-1238-3419-b39e-bdcb0e2dc256,83acbe11-2ef6-35a3-9062-d2cb98c8366a,a4a926c7-5305-30d7-9202-49320b7ade8b,c3fdcb1a-467b-30b0-a799-cb17187f72d5,56f86b9f-b358-34e8-9743-7a1231ac3c0e,e34c42b1-2105-32a9-9c19-9a55d5986658,fb5bcc63-858c-3f7b-8024-7e4e551f7285,1dfbc5a4-d351-3652-a70a-fb5ef8669d6a,282b6256-a2fe-3e26-b2e9-7f0d4ade20d6	3,3,2,2,1,1,1,1,1,1,1
a2a9f118-3df2-3a96-ba32-67bd189d4ba3	16f12e24-2348-308a-abfb-79d8e1f5453b,e9e4b064-e2e3-33d1-ad0d-d7555bfcc6ae,f898b27b-0683-38b2-a584-dff5e17005a7,83f95b3a-c476-3f5e-a0a2-8d187404d2a5,381b64eb-8522-3b53-9237-458440b868ae,137fef71-a186-32cd-9e39-e581a954b7ab,6419c1a1-0cfd-393a-a31e-505670b813ea,996cb232-cf18-37ef-a2de-620a106dac54,0369cd17-b976-348b-8f6f-5bff0ab35d36,17c19907-bf88-329e-a084-0eec04aa4a1d,6b2f703a-0d24-3baf-922c-857fb53440f8,7fa67671-5651-33a8-8eb9-9a8ed5da1514,c1212ee8-e0c4-3d0a-b151-a7f2b9043f9b,c4872074-ac47-37a6-a00c-dd939cca5c4e,faa1c220-069a-3c1f-86be-4376ede5a188,0bd08965-4c99-3bfc-a32f-344be055924a,6a78a4e4-ccb4-3328-969f-a3ecb0d815b4,db3e2af8-fba2-3852-baa0-a5eb0dcb8f4b,c0f04faf-79d7-3477-a5d2-cb6f7befdd62,4ebf1ad1-4a4b-38b3-8541-5be8e952859f,6c81dd6a-2521-3cc6-bc78-24be18a03242,85b28df9-6e5c-325f-baa1-f1c404fa4988,88620832-2389-3d32-8b69-cbc2d4d78660,a32306d0-9634-3299-9e83-3b46b20438ef,9997738d-e185-37bb-988c-d81f0af5736d,802fe0b9-9c04-3687-b255-82c695482462,8803a796-7103-35c8-8d44-ac83d6cf1160,73c4766b-16bd-3b6b-b49c-5c138c227e56,b44edd57-1017-334a-a157-372104461aba,4cb3de4f-ede6-35d8-82ab-8b263a6f92b9,e630ae43-114b-310d-8583-b5feedc57903,6227efdc-99d3-371a-a7cd-a39a88a80fe4,4f61c337-2497-30c9-9962-f0328acec319,6c5aea0d-d804-3a3c-94e4-c284af5d8526,8407168a-012f-3aef-a4b3-84a7f895ad53,136d939a-6851-33a6-8490-999b279ff108,a4fa5014-1723-3dfe-ac58-7a05fbf6d450,e275757c-cbf6-3ec1-bba5-96d78c41b598,9482e788-2268-3f24-bd27-10062b7170b1,7d56a30d-1e49-3ab8-b613-0a2966138f6b,23f6a270-38bb-32eb-9df5-f7732073f7b1,b1e46ebd-5c7d-3f43-b78c-f0967cd96cb3,4052302d-41e9-3e0e-870a-53e065863a45,860a6ebb-81fb-3ef7-9428-6d3afd5d23f2,91f7edc6-8657-3502-9087-b1e27ba31675,5d9ada9d-e176-3eaf-ab06-6431e9dca8b4,f6e430b2-754c-3fcd-abb2-c422d28b75f5,ac0899e7-7401-34cb-9ba4-f498450f5c72,b5adc242-ea51-3084-9b8b-bf01ae415f33,522e4aed-a101-3b4c-bfd5-0232ad5d989e,4e303674-e299-367c-acce-192576038e5a,6c592889-65ed-3957-a437-571392e3b12c,33428f69-5eb5-3e97-a454-f52f987245a5,befeff4d-ce06-3da2-84b6-d1a4c2ee8dc9,b6178254-fc04-3678-8de2-adc8b8a11b8c,a2fed91e-df23-32be-bb08-43136f22821b,2d58b346-b007-3005-8ed4-471444f1aed8,01e45d65-1f27-3d63-9dbd-57bafaae1a12,7e950ca2-cb35-34f1-b11b-65d20b2647c1,38098e4c-b493-3c22-8807-313e815e7aa3,47db6d42-ae71-396f-995a-d6b204d24d8d,76f72bf8-5e33-33de-a6ba-7cc2de346a6d,e4145836-d8b1-3534-939b-44e09c57d4e5,566243eb-9aa3-34ec-b41a-bb92bc479ea5	6,5,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6102a8a8-0bcd-3944-9cfe-bc6509fee026	4b83d09c-47da-3ade-90e0-4b6bf8842840,f3a8793b-ea14-3df1-bde9-85457d27c73d,5374e05c-68a5-3b26-bcc6-effe00e45187,4fdee0f1-7211-3776-9c79-d62a5191a733,fbdc3117-cf87-392a-a1db-9cfff5a1c0b9,aabcf811-e921-3096-adf0-2d57d087b458,9a316b40-2acf-31f1-b9c9-1645e628bb34,d9331ae3-3899-3eee-b455-51c9002caa75,50d410a8-e2dc-3e42-bfd3-e28dc4bd6b27,ac9f8e44-ebfa-31c7-b6c0-66aaf6616f60,25418942-2a0a-3787-be49-f3d4998a8c9c,42dc1496-12e8-3b10-b655-91805ac09d0e,e4e076cc-6468-3d6b-b315-9d5221d7515a,e4f8c152-1c0c-3bd5-9402-596a707474fa,c202fdec-ce53-3590-94f8-6c89633fb307,4b839e0e-bb34-3480-ab2a-1f0769419522,3abf6f21-5016-3243-9bca-148065a9174d,d97fb17d-8e9a-3d6c-87c7-77d1a4a0e58d,5ad70d56-6652-3198-928a-2e5b7e8e3418,2e71b80b-c6e0-31f6-924f-f35210977eea,85c33a36-8d31-38de-b4fe-a802b11c8e0d,3dff2b13-b7d5-3701-b5a9-68a5fac60130,fd742598-de7f-3b21-8fcc-4658f41be6bb	4,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
